Country,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Montenegro,500745.0,506646.0,510527.0,512701.0,514031.0,515746.0,518727.0,523214.0,528905.0,535454.0,542304.0,548999.0,555632.0,562247.0,568285.0,573036.0,576069.0,577041.0,576292.0,574920.0,574459.0,575997.0,579821.0,585546.0,592740.0,600697.0,608816.0,617144.0,625630.0,633443.0,639542.0,643227.0,644121.0,642533.0,639309.0,635689.0,632606.0,630299.0,628594.0,627500.0,626912.0,626739.0,627074.0,627962.0,629185.0,630435.0,631490.0,632261.0,632796.0,633167.0
Montserrat,11834.0,11839.0,11806.0,11754.0,11693.0,11644.0,11622.0,11626.0,11646.0,11680.0,11723.0,11770.0,11821.0,11875.0,11917.0,11931.0,11906.0,11837.0,11727.0,11592.0,11446.0,11307.0,11165.0,11013.0,10871.0,10769.0,10714.0,10746.0,10842.0,10883.0,10707.0,10210.0,9329.0,8137.0,6832.0,5697.0,4931.0,4608.0,4660.0,4962.0,5322.0,5599.0,5760.0,5845.0,5876.0,5895.0,5934.0,5990.0,6046.0,6100.0
Morocco,12959397.0,13323000.0,13703369.0,14098444.0,14502647.0,14908265.0,15309995.0,15706226.0,16099392.0,16493298.0,16893643.0,17304995.0,17726625.0,18158169.0,18604851.0,19073204.0,19566920.0,20088209.0,20633004.0,21190800.0,21747150.0,22291062.0,22818601.0,23330761.0,23827539.0,24310585.0,24781105.0,25237951.0,25679802.0,26107772.0,26523600.0,26928600.0,27323664.0,27708647.0,28082684.0,28444414.0,28793236.0,29129204.0,29453931.0,29770316.0,30082152.0,30392473.0,30702084.0,31011199.0,31321453.0,31634524.0,31951412.0,32272974.0,32598536.0,32925553.0
Mozambique,8296714.0,8473839.0,8657160.0,8847011.0,9043165.0,9245275.0,9453385.0,9665565.0,9882427.0,10109426.0,10353943.0,10620268.0,10908878.0,11214834.0,11530022.0,11843382.0,12145501.0,12441643.0,12731231.0,12992962.0,13199259.0,13334972.0,13384409.0,13365201.0,13336217.0,13378100.0,13547076.0,13867422.0,14318167.0,14854590.0,15409381.0,15933452.0,16412893.0,16862385.0,17295521.0,17735992.0,18200656.0,18691461.0,19200021.0,19721009.0,20246287.0,20770013.0,21290952.0,21811326.0,22332900.0,22858607.0,23390765.0,23929708.0,24475186.0,25028313.0
Myanmar,22824142.0,23330184.0,23854648.0,24397064.0,24960539.0,25548930.0,26164131.0,26807570.0,27475978.0,28160632.0,28849728.0,29534378.0,30210895.0,30880196.0,31543652.0,32204485.0,32864901.0,33524053.0,34179992.0,34832636.0,35481981.0,36127741.0,36770437.0,37409257.0,38041034.0,38661616.0,39268304.0,39855885.0,40425088.0,40985963.0,41552659.0,42133199.0,42735941.0,43352191.0,43952526.0,44496687.0,44957660.0,45323903.0,45609292.0,45843675.0,46070248.0,46321162.0,46605278.0,46915826.0,47250315.0,47601374.0,47963012.0,48336763.0,48724387.0,49119646.0
Namibia,665298.0,682554.0,700317.0,718623.0,737803.0,758305.0,780386.0,804310.0,829810.0,855970.0,881536.0,905652.0,928223.0,949709.0,970537.0,991357.0,1012824.0,1034636.0,1057115.0,1082264.0,1112679.0,1150038.0,1195331.0,1247573.0,1304005.0,1360710.0,1414830.0,1465201.0,1512524.0,1558055.0,1603865.0,1651352.0,1700975.0,1751872.0,1802579.0,1851034.0,1895839.0,1936399.0,1973408.0,2008342.0,2043339.0,2079951.0,2118653.0,2158984.0,2200422.0,2242078.0,2283289.0,2324004.0,2364433.0,2404477.0
Nauru,5500.0,5738.0,5936.0,6102.0,6241.0,6368.0,6493.0,6619.0,6743.0,6862.0,6972.0,7070.0,7156.0,7235.0,7311.0,7393.0,7488.0,7597.0,7719.0,7855.0,8007.0,8174.0,8356.0,8550.0,8752.0,8956.0,9157.0,9354.0,9544.0,9719.0,9863.0,9970.0,10033.0,10058.0,10056.0,10046.0,10041.0,10046.0,10057.0,10075.0,10094.0,10114.0,10133.0,10154.0,10180.0,10212.0,10255.0,10308.0,10370.0,10437.0
Nepal,10495972.0,10707313.0,10928950.0,11160972.0,11403306.0,11655685.0,11917872.0,12189968.0,12472000.0,12763547.0,13064044.0,13373069.0,13690544.0,14016547.0,14351017.0,14693930.0,15045329.0,15405456.0,15774532.0,16152598.0,16539682.0,16936006.0,17341408.0,17756510.0,18183258.0,18624187.0,19081064.0,19554170.0,20042806.0,20546441.0,21064150.0,21594872.0,22137784.0,22691788.0,23255046.0,23825372.0,24400606.0,24980184.0,25562573.0,26143530.0,26717875.0,27281945.0,27833665.0,28373838.0,28905358.0,29432743.0,29959364.0,30485798.0,31011137.0,31535507.0
Netherlands,12055386.0,12213435.0,12368832.0,12521308.0,12670558.0,12816446.0,12958757.0,13097251.0,13231426.0,13360546.0,13483746.0,13600423.0,13710713.0,13814863.0,13912617.0,14003707.0,14088274.0,14166213.0,14238594.0,14308217.0,14378740.0,14452941.0,14531566.0,14614382.0,14701901.0,14794378.0,14891719.0,14994691.0,15102709.0,15212612.0,15320112.0,15422165.0,15517122.0,15605817.0,15690705.0,15775532.0,15862825.0,15953446.0,16045935.0,16137709.0,16225091.0,16305457.0,16377959.0,16443483.0,16503263.0,16559268.0,16612988.0,16664746.0,16714228.0,16761552.0
Netherlands Antilles,144016.0,146480.0,149093.0,151808.0,154502.0,156998.0,159179.0,160998.0,162504.0,163794.0,165010.0,166261.0,167573.0,168928.0,170335.0,171792.0,173297.0,174837.0,176415.0,178058.0,179800.0,181650.0,183619.0,185649.0,187596.0,189274.0,190539.0,191402.0,191888.0,191899.0,191325.0,190124.0,188225.0,185762.0,183172.0,181033.0,179769.0,179516.0,180170.0,181607.0,183603.0,185967.0,188700.0,191788.0,194999.0,198037.0,200689.0,202847.0,204538.0,205860.0
New Caledonia,88549.0,91182.0,93684.0,96089.0,98617.0,101567.0,105134.0,109421.0,114294.0,119408.0,124283.0,128571.0,132158.0,135149.0,137700.0,140061.0,142424.0,144832.0,147247.0,149695.0,152190.0,154749.0,157383.0,160123.0,163039.0,166211.0,169689.0,173502.0,177618.0,181946.0,186358.0,190756.0,195116.0,199443.0,203708.0,207888.0,211965.0,215914.0,219741.0,223496.0,227258.0,231080.0,234976.0,238926.0,242911.0,246900.0,250870.0,254816.0,258735.0,262605.0
New Zealand,2581577.0,2628004.0,2668595.0,2704213.0,2738299.0,2775713.0,2819597.0,2871885.0,2930577.0,2990130.0,3042757.0,3083108.0,3109010.0,3122855.0,3129440.0,3135831.0,3147183.0,3165407.0,3189133.0,3216318.0,3243586.0,3268709.0,3290651.0,3310922.0,3332798.0,3360829.0,3397983.0,3446005.0,3503125.0,3564531.0,3623421.0,3675060.0,3717342.0,3752131.0,3783470.0,3817367.0,3858032.0,3906830.0,3961978.0,4020769.0,4079130.0,4134117.0,4184903.0,4232461.0,4277809.0,4322628.0,4368136.0,4414509.0,4461257.0,4508166.0
Nicaragua,2001105.0,2061878.0,2124754.0,2189679.0,2256800.0,2326261.0,2398160.0,2472476.0,2549185.0,2628337.0,2709983.0,2794083.0,2880571.0,2969183.0,3059408.0,3150596.0,3242190.0,3334287.0,3426782.0,3518721.0,3608911.0,3696667.0,3781070.0,3862724.0,3944304.0,4029509.0,4120797.0,4219176.0,4323263.0,4430182.0,4535802.0,4637040.0,4733164.0,4824799.0,4911886.0,4994730.0,5073704.0,5148635.0,5219724.0,5288271.0,5356012.0,5424336.0,5493527.0,5563654.0,5635577.0,5710230.0,5788163.0,5869859.0,5954898.0,6041763.0
Niger,3654806.0,3765632.0,3879910.0,3997810.0,4119299.0,4244349.0,4372957.0,4505018.0,4640560.0,4779869.0,4923337.0,5071204.0,5223853.0,5381141.0,5542178.0,5705724.0,5871030.0,6038229.0,6208128.0,6381552.0,6559627.0,6743501.0,6933529.0,7130570.0,7336924.0,7555416.0,7788198.0,8036341.0,8299868.0,8578542.0,8871631.0,9178575.0,9499892.0,9835945.0,10185812.0,10548219.0,10922421.0,11308134.0,11706182.0,12118322.0,12546945.0,12993884.0,13460138.0,13945662.0,14450007.0,14972257.0,15511953.0,16068994.0,16644339.0,17239826.0
Nigeria,50079946.0,51195706.0,52341981.0,53524049.0,54748444.0,56023503.0,57357275.0,58745411.0,60191508.0,61720304.0,63363756.0,65141058.0,67067499.0,69127157.0,71269619.0,73424869.0,75543388.0,77604166.0,79623647.0,81635550.0,83691577.0,85828707.0,88057486.0,90363921.0,92731304.0,95133496.0,97552057.0,99986136.0,102444773.0,104931559.0,107452627.0,110014688.0,112618306.0,115268715.0,117983368.0,120784408.0,123688536.0,126704722.0,129832447.0,133067097.0,136399438.0,139823340.0,143338939.0,146951477.0,150665730.0,154488072.0,158423182.0,162470737.0,166629383.0,170901148.0
Niue,5043.0,5097.0,5154.0,5208.0,5239.0,5219.0,5131.0,4963.0,4727.0,4455.0,4192.0,3973.0,3808.0,3689.0,3599.0,3510.0,3403.0,3273.0,3130.0,2981.0,2840.0,2716.0,2611.0,2522.0,2448.0,2385.0,2333.0,2292.0,2260.0,2233.0,2204.0,2168.0,2123.0,2069.0,2011.0,1953.0,1900.0,1852.0,1809.0,1768.0,1728.0,1686.0,1643.0,1598.0,1555.0,1511.0,1468.0,1426.0,1385.0,1346.0
Norfolk Island,,,,,,,,,,,,,,,,,,1849.0,,,,,1977.0,,,,,1912.0,,,,,1772.0,,,,,2037.0,1870.0,1850.0,1840.0,1830.0,1830.0,2110.0,2128.0,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,10901.0,11157.0,11489.0,11882.0,12318.0,12766.0,13203.0,13658.0,14142.0,14605.0,14978.0,15232.0,15316.0,15293.0,15390.0,15906.0,17048.0,18906.0,21392.0,24308.0,27362.0,30341.0,33174.0,35906.0,38571.0,41244.0,43973.0,46727.0,49456.0,52161.0,54852.0,57517.0,60173.0,62766.0,65138.0,67075.0,68432.0,69184.0,69393.0,69105.0,68404.0,67381.0,66006.0,64349.0,62707.0,61473.0,60917.0,61174.0,62152.0,63597.0
Norway,3693750.0,3723001.0,3753376.0,3784577.0,3816102.0,3847232.0,3877383.0,3906490.0,3934529.0,3961021.0,3985401.0,4007312.0,4026586.0,4043440.0,4058407.0,4072258.0,4085621.0,4098699.0,4111566.0,4124588.0,4138150.0,4152560.0,4168003.0,4184566.0,4202325.0,4221299.0,4241485.0,4262932.0,4285620.0,4309369.0,4333931.0,4359096.0,4385139.0,4412092.0,4439248.0,4465664.0,4490859.0,4513953.0,4535599.0,4558660.0,4587046.0,4623298.0,4668802.0,4722016.0,4778959.0,4834002.0,4883111.0,4924848.0,4960482.0,4991997.0
Oman,614390.0,630553.0,647678.0,666021.0,685892.0,707663.0,731703.0,758060.0,787002.0,819375.0,856230.0,898286.0,945679.0,998100.0,1055217.0,1116489.0,1181337.0,1249858.0,1321650.0,1395032.0,1467846.0,1538575.0,1605464.0,1668734.0,1731168.0,1796822.0,1868055.0,1947042.0,2031377.0,2113398.0,2182619.0,2232018.0,2258730.0,2266469.0,2262969.0,2259398.0,2264163.0,2279171.0,2302874.0,2335967.0,2378336.0,2429510.0,2490620.0,2561187.0,2636963.0,2712141.0,2782435.0,2846145.0,2904037.0,2957333.0
Pakistan,50678979.0,51993059.0,53359180.0,54780499.0,56257610.0,57790852.0,59382651.0,61033754.0,62751275.0,64551904.0,66456937.0,68482526.0,70632133.0,72904319.0,75303460.0,77832927.0,80492664.0,83280137.0,86187238.0,89200001.0,92300277.0,95470380.0,98710951.0,102011892.0,105332464.0,108621443.0,111844679.0,114970102.0,118010303.0,121029915.0,124121817.0,127346713.0,130737306.0,134255952.0,137808222.0,141261069.0,144522192.0,147557907.0,150407242.0,153139895.0,155860066.0,158645463.0,161513324.0,164445596.0,167442258.0,170494367.0,173593383.0,176745364.0,179951140.0,183188847.0
Palau,10593.0,10782.0,10945.0,11081.0,11206.0,11335.0,11481.0,11656.0,11853.0,12045.0,12195.0,12280.0,12284.0,12225.0,12151.0,12127.0,12197.0,12383.0,12667.0,13015.0,13371.0,13698.0,13982.0,14237.0,14485.0,14762.0,15089.0,15471.0,15894.0,16345.0,16804.0,17254.0,17694.0,18122.0,18522.0,18876.0,19172.0,19402.0,19573.0,19698.0,19803.0,19906.0,20011.0,20118.0,20228.0,20346.0,20472.0,20609.0,20758.0,20922.0
Panama,1267907.0,1305667.0,1344667.0,1384801.0,1425871.0,1467612.0,1509822.0,1552391.0,1595314.0,1638624.0,1682398.0,1726672.0,1771458.0,1816673.0,1862142.0,1907645.0,1953029.0,1998261.0,2043413.0,2088590.0,2133947.0,2179624.0,2225634.0,2272029.0,2319035.0,2366933.0,2415926.0,2466083.0,2517356.0,2569672.0,2622903.0,2676926.0,2731717.0,2787228.0,2843276.0,2899636.0,2956126.0,3012635.0,3069123.0,3125565.0,3181969.0,3238321.0,3294583.0,3350673.0,3406487.0,3461901.0,3516820.0,3571185.0,3624991.0,3678264.0
Papua New Guinea,2116822.0,2161087.0,2208398.0,2258847.0,2312978.0,2371467.0,2434698.0,2503009.0,2576020.0,2652505.0,2730770.0,2809595.0,2888403.0,2967506.0,3047644.0,3129991.0,3215339.0,3304033.0,3395633.0,3489227.0,3583521.0,3677658.0,3771385.0,3865230.0,3960087.0,4057228.0,4157654.0,4261537.0,4368815.0,4479959.0,4595463.0,4715617.0,4840693.0,4970478.0,5104153.0,5240560.0,5378824.0,5518586.0,5659946.0,5803029.0,5948135.0,6095437.0,6244916.0,6396307.0,6549268.0,6703361.0,6858266.0,7013829.0,7170112.0,7327281.0
Paraguay,2118896.0,2176195.0,2235296.0,2296118.0,2358072.0,2420365.0,2482508.0,2544362.0,2606357.0,2669285.0,2734247.0,2802133.0,2873058.0,2947064.0,3024857.0,3107259.0,3194768.0,3287677.0,3385626.0,3487626.0,3592275.0,3698465.0,3805813.0,3914302.0,4023628.0,4133551.0,4243860.0,4354331.0,4464780.0,4575121.0,4685320.0,4795365.0,4905150.0,5014650.0,5124050.0,5233615.0,5343539.0,5453921.0,5564709.0,5675754.0,5786836.0,5897816.0,6008597.0,6119295.0,6230242.0,6341892.0,6454548.0,6568290.0,6682943.0,6798236.0
Peru,11143120.0,11466936.0,11796103.0,12131226.0,12473584.0,12825119.0,13187182.0,13559712.0,13941958.0,14333692.0,14734523.0,15143887.0,15561809.0,15987545.0,16418798.0,16852621.0,17286832.0,17720017.0,18152344.0,18585148.0,19020616.0,19460111.0,19903833.0,20350457.0,20797983.0,21243700.0,21685537.0,22122065.0,22553275.0,22980182.0,23404523.0,23827163.0,24248671.0,24667356.0,25079136.0,25478577.0,25861887.0,26228274.0,26579252.0,26916342.0,27242033.0,27558769.0,27866387.0,28166078.0,28463338.0,28765162.0,29076512.0,29399817.0,29733829.0,30075185.0
Philippines,29664173.0,30606162.0,31551090.0,32501839.0,33463836.0,34444983.0,35451392.0,36485095.0,37545635.0,38633697.0,39749340.0,40892836.0,42064468.0,43265378.0,44497521.0,45763245.0,47063923.0,48399114.0,49767259.0,51166963.0,52596291.0,54052849.0,55537110.0,57046529.0,58572071.0,60102139.0,61628668.0,63146876.0,64659225.0,66173874.0,67703053.0,69255386.0,70831419.0,72427130.0,74040838.0,75669587.0,77309965.0,78964389.0,80630416.0,82293990.0,83936698.0,85546427.0,87116275.0,88652631.0,90173139.0,91703090.0,93260798.0,94852030.0,96471461.0,98112780.0
Pitcairn,,103.0,,,,,90.0,,,,,69.0,,,,,63.0,,,,,62.0,,,,,65.0,,,,,61.0,,,,,58.0,,,,,50.0,,,,,50.0,,,
Poland,30740557.0,31121621.0,31453366.0,31744824.0,32008949.0,32265420.0,32529022.0,32803069.0,33084382.0,33373543.0,33669650.0,33971911.0,34279654.0,34593234.0,34913558.0,35241738.0,35577214.0,35921102.0,36269149.0,36608819.0,36923674.0,37201804.0,37438003.0,37634787.0,37797656.0,37935815.0,38056174.0,38160714.0,38247716.0,38316289.0,38364540.0,38391778.0,38398942.0,38389116.0,38366420.0,38336047.0,38302444.0,38266810.0,38230497.0,38198151.0,38175134.0,38165040.0,38170330.0,38189762.0,38218462.0,38249228.0,38276660.0,38298949.0,38317090.0,38331803.0
Portugal,8925792.0,8899506.0,8851326.0,8786529.0,8722574.0,8682998.0,8684237.0,8732165.0,8820645.0,8939024.0,9070905.0,9203339.0,9333952.0,9463583.0,9586166.0,9695175.0,9785924.0,9855958.0,9905701.0,9937389.0,9955005.0,9962255.0,9958747.0,9945601.0,9930001.0,9921120.0,9925477.0,9946333.0,9982069.0,10028171.0,10077548.0,10124943.0,10169044.0,10211281.0,10252334.0,10293668.0,10336209.0,10379756.0,10423256.0,10465808.0,10506253.0,10543663.0,10577630.0,10608036.0,10634612.0,10657175.0,10675572.0,10689663.0,10699333.0,10704534.0
Puerto Rico,2541906.0,2582056.0,2614035.0,2639363.0,2661527.0,2685678.0,2715540.0,2751922.0,2793569.0,2839615.0,2888504.0,2938911.0,2990868.0,3044298.0,3097569.0,3148633.0,3196011.0,3239084.0,3278156.0,3313869.0,3347316.0,3379401.0,3409992.0,3439048.0,3467679.0,3497297.0,3528815.0,3562523.0,3597861.0,3633785.0,3668794.0,3701618.0,3732293.0,3760658.0,3785040.0,3803374.0,3814353.0,3817231.0,3812847.0,3803480.0,3792373.0,3781986.0,3773097.0,3765404.0,3758981.0,3753576.0,3749009.0,3745526.0,3743380.0,3742334.0
Qatar,67082.0,73073.0,79189.0,85530.0,92319.0,99873.0,108401.0,118210.0,129227.0,140846.0,152210.0,162835.0,172151.0,180656.0,190192.0,203285.0,221594.0,245740.0,274720.0,306542.0,338365.0,368006.0,395144.0,420058.0,441932.0,459949.0,473722.0,482926.0,488204.0,491420.0,495126.0,501371.0,512422.0,528787.0,548828.0,569870.0,590957.0,608057.0,624173.0,653500.0,715146.0,820986.0,978336.0,1178192.0,1396060.0,1597765.0,1758793.0,1870041.0,1938754.0,1976840.0
Reunion,377511.0,390531.0,405103.0,420870.0,436627.0,450746.0,462096.0,470253.0,475664.0,479160.0,481993.0,485134.0,488763.0,492757.0,497428.0,503071.0,509883.0,518099.0,527682.0,538195.0,549000.0,559640.0,569940.0,580048.0,590203.0,600780.0,612034.0,624006.0,636547.0,649488.0,662590.0,675664.0,688660.0,701577.0,714327.0,726817.0,738984.0,750771.0,762178.0,773264.0,784124.0,794833.0,805399.0,815803.0,826048.0,836137.0,846068.0,855849.0,865479.0,874944.0
Romania,18870340.0,19031999.0,19237491.0,19480203.0,19744551.0,20007565.0,20252540.0,20473447.0,20674980.0,20863942.0,21051489.0,21245107.0,21447200.0,21652976.0,21854285.0,22039699.0,22201389.0,22333737.0,22439782.0,22530615.0,22622239.0,22724837.0,22845000.0,22975571.0,23096515.0,23179894.0,23206719.0,23169554.0,23077600.0,22948987.0,22810195.0,22680954.0,22567385.0,22465454.0,22372555.0,22282690.0,22191683.0,22100007.0,22010781.0,21925307.0,21845264.0,21771749.0,21705175.0,21644886.0,21589544.0,21537219.0,21486371.0,21436495.0,21387517.0,21338815.0
Russia,125644787.0,126749106.0,127674585.0,128441372.0,129102954.0,129734240.0,130391798.0,131095450.0,131838010.0,132616141.0,133417243.0,134232512.0,135063873.0,135919205.0,136801278.0,137713118.0,138655363.0,139619492.0,140598335.0,141593874.0,142609801.0,143642108.0,144695549.0,145748948.0,146740928.0,147591465.0,148243501.0,148673813.0,148897737.0,148945559.0,148866314.0,148698582.0,148456965.0,148139274.0,147749214.0,147286725.0,146757517.0,146161742.0,145519641.0,144880469.0,144306982.0,143843159.0,143510059.0,143294533.0,143163100.0,143064078.0,142958164.0,142835555.0,142703181.0,142557892.0
Rwanda,3125315.0,3220770.0,3319229.0,3420890.0,3526088.0,3635227.0,3748672.0,3866501.0,3988895.0,4116446.0,4249861.0,4389619.0,4536057.0,4688997.0,4847747.0,5011299.0,5178927.0,5343129.0,5502531.0,5669024.0,5859270.0,6080907.0,6356230.0,6672124.0,6959599.0,7124870.0,7109538.0,6871192.0,6452688.0,5984449.0,5648306.0,5570206.0,5803830.0,6297733.0,6944116.0,7582861.0,8098344.0,8456968.0,8696378.0,8857859.0,9009655.0,9201727.0,9441406.0,9710531.0,10004092.0,10311275.0,10624005.0,10942950.0,11271786.0,11608439.0
Saint Barthélemy,,,,2351.0,,,,,,,2491.0,,,,,,,,3059.0,,,,,,,,5038.0,,,,,,,,,6852.0,,,,,,,,8450.0,,,9141.0,,,
Saint Helena,4629.0,4639.0,4671.0,4725.0,4791.0,4865.0,4937.0,5008.0,5078.0,5144.0,5203.0,5253.0,5291.0,5317.0,5339.0,5364.0,5399.0,5446.0,5500.0,5556.0,5602.0,5631.0,5640.0,5633.0,5611.0,5578.0,5537.0,5488.0,5430.0,5370.0,5312.0,5261.0,5220.0,5187.0,5155.0,5115.0,5059.0,4986.0,4901.0,4805.0,4702.0,4598.0,4493.0,4388.0,4288.0,4197.0,4118.0,4055.0,4005.0,3970.0
Saint Kitts and Nevis,49930.0,49207.0,48351.0,47380.0,46398.0,45537.0,44887.0,44498.0,44339.0,44328.0,44342.0,44289.0,44146.0,43939.0,43685.0,43422.0,43174.0,42952.0,42746.0,42538.0,42298.0,42015.0,41674.0,41296.0,40955.0,40745.0,40731.0,40941.0,41349.0,41899.0,42511.0,43121.0,43714.0,44302.0,44888.0,45479.0,46083.0,46695.0,47307.0,47923.0,48543.0,49173.0,49811.0,50455.0,51102.0,51752.0,52402.0,53051.0,53697.0,54338.0
Saint Lucia,95264.0,96738.0,98263.0,99834.0,101385.0,102825.0,104101.0,105169.0,106064.0,106905.0,107857.0,109038.0,110501.0,112203.0,114053.0,115915.0,117691.0,119337.0,120897.0,122463.0,124172.0,126116.0,128336.0,130776.0,133315.0,135777.0,138042.0,140056.0,141863.0,143551.0,145255.0,147067.0,149022.0,151079.0,153172.0,155204.0,157108.0,158859.0,160491.0,162055.0,163631.0,165275.0,167002.0,168793.0,170624.0,172458.0,174267.0,176044.0,177794.0,179515.0
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29376.0,,,,,
Saint Vincent and the Grenadines,85076.0,85973.0,86863.0,87741.0,88623.0,89527.0,90465.0,91445.0,92463.0,93507.0,94556.0,95591.0,96609.0,97611.0,98590.0,99539.0,100450.0,101316.0,102135.0,102915.0,103669.0,104402.0,105123.0,105819.0,106465.0,107016.0,107449.0,107755.0,107950.0,108051.0,108089.0,108087.0,108049.0,107979.0,107907.0,107869.0,107891.0,107987.0,108150.0,108354.0,108566.0,108755.0,108918.0,109060.0,109178.0,109269.0,109333.0,109365.0,109367.0,109354.0
Saint-Pierre-et-Miquelon,5049.0,5095.0,5152.0,5218.0,5291.0,5372.0,5457.0,5548.0,5644.0,5736.0,5817.0,5883.0,5929.0,5957.0,5973.0,5985.0,5999.0,6015.0,6033.0,6054.0,6079.0,6107.0,6141.0,6179.0,6218.0,6253.0,6279.0,6296.0,6304.0,6305.0,6303.0,6301.0,6300.0,6297.0,6293.0,6285.0,6270.0,6249.0,6223.0,6194.0,6164.0,6137.0,6112.0,6090.0,6072.0,6057.0,6046.0,6041.0,6039.0,6042.0
Samoa,123530.0,126931.0,130320.0,133661.0,136856.0,139783.0,142354.0,144528.0,146330.0,147835.0,149155.0,150373.0,151524.0,152593.0,153557.0,154371.0,155016.0,155488.0,155831.0,156122.0,156459.0,156919.0,157531.0,158290.0,159187.0,160198.0,161308.0,162504.0,163790.0,165172.0,166662.0,168257.0,169969.0,171766.0,173543.0,175169.0,176549.0,177645.0,178488.0,179141.0,179699.0,180237.0,180766.0,181277.0,181809.0,182401.0,183081.0,183874.0,184772.0,185727.0
San Marino,17032.0,17439.0,17838.0,18227.0,18588.0,18895.0,19136.0,19299.0,19395.0,19465.0,19565.0,19734.0,19988.0,20313.0,20683.0,21054.0,21398.0,21707.0,21990.0,22255.0,22515.0,22776.0,23041.0,23304.0,23571.0,23847.0,24134.0,24442.0,24769.0,25098.0,25406.0,25678.0,25897.0,26077.0,26271.0,26551.0,26967.0,27543.0,28251.0,29013.0,29722.0,30301.0,30721.0,31007.0,31198.0,31359.0,31534.0,31735.0,31945.0,32156.0
Sao Tome and Principe,64265.0,64803.0,65962.0,67637.0,69646.0,71709.0,73630.0,75334.0,76896.0,78435.0,80137.0,82124.0,84449.0,87038.0,89740.0,92340.0,94688.0,96721.0,98502.0,100162.0,101899.0,103852.0,106067.0,108493.0,111050.0,113620.0,116117.0,118512.0,120835.0,123137.0,125488.0,127935.0,130499.0,133152.0,135838.0,138475.0,141010.0,143430.0,145761.0,148038.0,150311.0,152622.0,154970.0,157361.0,159852.0,162515.0,165397.0,168526.0,171878.0,175383.0
Saudi Arabia,4622460.0,4787033.0,4957637.0,5137042.0,5329207.0,5539331.0,5771846.0,6028687.0,6311207.0,6622572.0,6966138.0,7344638.0,7756072.0,8200523.0,8684651.0,9217019.0,9801475.0,10440852.0,11126570.0,11836762.0,12542098.0,13220479.0,13862213.0,14469298.0,15045709.0,15600314.0,16139053.0,16669764.0,17189075.0,17679720.0,18117969.0,18491845.0,18786467.0,19020639.0,19256649.0,19578923.0,20045276.0,20681576.0,21463072.0,22334371.0,23213767.0,24041116.0,24799436.0,25504176.0,26166639.0,26809105.0,27448086.0,28082541.0,28705133.0,29319402.0
Senegal,3403161.0,3504782.0,3612246.0,3725151.0,3843517.0,3967316.0,4096245.0,4231030.0,4370991.0,4512774.0,4651922.0,4785536.0,4912200.0,5033645.0,5154054.0,5279383.0,5414070.0,5559400.0,5714508.0,5879044.0,6051962.0,6232395.0,6420323.0,6615896.0,6818495.0,7027320.0,7241573.0,7461567.0,7686866.0,7915080.0,8143140.0,8369125.0,8591861.0,8812695.0,9035367.0,9265135.0,9505862.0,9758841.0,10023194.0,10297956.0,10581316.0,10871908.0,11169549.0,11474661.0,11787123.0,12106865.0,12433728.0,12767556.0,13107945.0,13454191.0
Serbia,7831873.0,7889351.0,7944927.0,7999327.0,8054147.0,8111427.0,8172645.0,8238178.0,8307669.0,8380884.0,8457297.0,8536301.0,8618095.0,8702227.0,8786614.0,8868545.0,8946077.0,9019281.0,9088833.0,9154306.0,9215339.0,9272302.0,9322048.0,9365835.0,9413538.0,9478469.0,9568744.0,9689735.0,9834717.0,9984888.0,10114158.0,10203932.0,10248363.0,10253548.0,10227702.0,10184152.0,10133561.0,10076784.0,10013058.0,9949713.0,9895409.0,9856152.0,9835841.0,9832994.0,9841360.0,9851440.0,9856222.0,9853969.0,9846582.0,9835010.0
Serbia excluding Kosovo,6553345.0,6616174.0,6679670.0,6734744.0,6792148.0,6847754.0,6899922.0,6958528.0,7023750.0,7083225.0,7149280.0,7216985.0,7278470.0,7338958.0,7395174.0,7449587.0,7565921.0,7581337.0,7631673.0,7677979.0,7685681.0,7730951.0,7774033.0,7798925.0,7832155.0,7866504.0,7897937.0,7595636.0,7604063.0,7614328.0,7622711.0,7628264.0,7622185.0,7598538.0,7567745.0,7540401.0,7516346.0,7503433.0,7500031.0,7480591.0,7463157.0,7440769.0,7431485.0,7438779.0,7445215.0,,,,,
Seychelles,45469.0,46544.0,47566.0,48554.0,49535.0,50560.0,51659.0,52841.0,54087.0,55357.0,56605.0,57791.0,58906.0,59958.0,60952.0,61897.0,62807.0,63677.0,64505.0,65310.0,66107.0,66914.0,67737.0,68572.0,69411.0,70234.0,71031.0,71800.0,72549.0,73285.0,74016.0,74755.0,75494.0,76235.0,76999.0,77810.0,78685.0,79634.0,80640.0,81660.0,82631.0,83513.0,84291.0,84975.0,85568.0,86079.0,86518.0,86879.0,87169.0,87417.0
